formula,bulk_modulus_voigt,bulk_modulus_reuss,bulk_modulus_vrh,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
N2,0.831,0.816,0.823,N2,7.0,7.0,0.0,7.0,0.0,7.0,82.0,82.0,0.0,82.0,0.0,82.0,14.0067,14.0067,0.0,14.0067,0.0,14.0067,63.05,63.05,0.0,63.05,0.0,63.05,15.0,15.0,0.0,15.0,0.0,15.0,2.0,2.0,0.0,2.0,0.0,2.0,71.0,71.0,0.0,71.0,0.0,71.0,3.04,3.04,0.0,3.04,0.0,3.04,2.0,2.0,0.0,2.0,0.0,2.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0,14.76875,14.76875,0.0,14.76875,0.0,14.76875,6.437,6.437,0.0,6.437,0.0,6.437,0.0,0.0,0.0,0.0,0.0,0.0,194.0,194.0,0.0,194.0,0.0,194.0
C,402.314,400.654,401.484,C1,6.0,6.0,0.0,6.0,0.0,6.0,77.0,77.0,0.0,77.0,0.0,77.0,12.0107,12.0107,0.0,12.0107,0.0,12.0107,3823.0,3823.0,0.0,3823.0,0.0,3823.0,14.0,14.0,0.0,14.0,0.0,14.0,2.0,2.0,0.0,2.0,0.0,2.0,76.0,76.0,0.0,76.0,0.0,76.0,2.55,2.55,0.0,2.55,0.0,2.55,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,5.64,5.64,0.0,5.64,0.0,5.64,4.496,4.496,0.0,4.496,0.0,4.496,0.0,0.0,0.0,0.0,0.0,0.0,194.0,194.0,0.0,194.0,0.0,194.0
Cu,137.934,137.731,137.832,Cu1,29.0,29.0,0.0,29.0,0.0,29.0,64.0,64.0,0.0,64.0,0.0,64.0,63.546,63.546,0.0,63.546,0.0,63.546,1357.77,1357.77,0.0,1357.77,0.0,1357.77,11.0,11.0,0.0,11.0,0.0,11.0,4.0,4.0,0.0,4.0,0.0,4.0,132.0,132.0,0.0,132.0,0.0,132.0,1.9,1.9,0.0,1.9,0.0,1.9,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,11.0,0.0,11.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,11.07,11.07,0.0,11.07,0.0,11.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,225.0,0.0,225.0,0.0,225.0
C,162.128,136.002,149.065,C1,6.0,6.0,0.0,6.0,0.0,6.0,77.0,77.0,0.0,77.0,0.0,77.0,12.0107,12.0107,0.0,12.0107,0.0,12.0107,3823.0,3823.0,0.0,3823.0,0.0,3823.0,14.0,14.0,0.0,14.0,0.0,14.0,2.0,2.0,0.0,2.0,0.0,2.0,76.0,76.0,0.0,76.0,0.0,76.0,2.55,2.55,0.0,2.55,0.0,2.55,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,5.64,5.64,0.0,5.64,0.0,5.64,4.496,4.496,0.0,4.496,0.0,4.496,0.0,0.0,0.0,0.0,0.0,0.0,194.0,194.0,0.0,194.0,0.0,194.0
Ga,49.645,49.645,49.645,Ga1,31.0,31.0,0.0,31.0,0.0,31.0,74.0,74.0,0.0,74.0,0.0,74.0,69.723,69.723,0.0,69.723,0.0,69.723,302.91,302.91,0.0,302.91,0.0,302.91,13.0,13.0,0.0,13.0,0.0,13.0,4.0,4.0,0.0,4.0,0.0,4.0,122.0,122.0,0.0,122.0,0.0,122.0,1.81,1.81,0.0,1.81,0.0,1.81,2.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,18.8575,18.8575,0.0,18.8575,0.0,18.8575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,0.0,64.0,0.0,64.0
Ca,16.882,16.88,16.881,Ca1,20.0,20.0,0.0,20.0,0.0,20.0,7.0,7.0,0.0,7.0,0.0,7.0,40.078,40.078,0.0,40.078,0.0,40.078,1115.0,1115.0,0.0,1115.0,0.0,1115.0,2.0,2.0,0.0,2.0,0.0,2.0,4.0,4.0,0.0,4.0,0.0,4.0,176.0,176.0,0.0,176.0,0.0,176.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.77,37.77,0.0,37.77,0.0,37.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,225.0,0.0,225.0,0.0,225.0
Sn,47.219,46.168,46.694,Sn1,50.0,50.0,0.0,50.0,0.0,50.0,80.0,80.0,0.0,80.0,0.0,80.0,118.71,118.71,0.0,118.71,0.0,118.71,505.08,505.08,0.0,505.08,0.0,505.08,14.0,14.0,0.0,14.0,0.0,14.0,5.0,5.0,0.0,5.0,0.0,5.0,139.0,139.0,0.0,139.0,0.0,139.0,1.96,1.96,0.0,1.96,0.0,1.96,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,33.285,33.285,0.0,33.285,0.0,33.285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,141.0,0.0,141.0,0.0,141.0
Pa,96.152,96.151,96.151,Pa1,91.0,91.0,0.0,91.0,0.0,91.0,18.0,18.0,0.0,18.0,0.0,18.0,231.03586,231.03586,0.0,231.03586,0.0,231.03586,1845.0,1845.0,0.0,1845.0,0.0,1845.0,3.0,3.0,0.0,3.0,0.0,3.0,7.0,7.0,0.0,7.0,0.0,7.0,200.0,200.0,0.0,200.0,0.0,200.0,1.5,1.5,0.0,1.5,0.0,1.5,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,5.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,9.0,0.0,9.0,12.0,12.0,0.0,12.0,0.0,12.0,21.0,21.0,0.0,21.0,0.0,21.0,25.18,25.18,0.0,25.18,0.0,25.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,139.0,0.0,139.0,0.0,139.0
H2,0.37,0.254,0.312,H2,1.0,1.0,0.0,1.0,0.0,1.0,92.0,92.0,0.0,92.0,0.0,92.0,1.00794,1.00794,0.0,1.00794,0.0,1.00794,14.01,14.01,0.0,14.01,0.0,14.01,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,31.0,31.0,0.0,31.0,0.0,31.0,2.2,2.2,0.0,2.2,0.0,2.2,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,6.615,6.615,0.0,6.615,0.0,6.615,7.853,7.853,0.0,7.853,0.0,7.853,0.0,0.0,0.0,0.0,0.0,0.0,194.0,194.0,0.0,194.0,0.0,194.0
Si,81.551,81.123,81.337,Si1,14.0,14.0,0.0,14.0,0.0,14.0,78.0,78.0,0.0,78.0,0.0,78.0,28.0855,28.0855,0.0,28.0855,0.0,28.0855,1687.0,1687.0,0.0,1687.0,0.0,1687.0,14.0,14.0,0.0,14.0,0.0,14.0,3.0,3.0,0.0,3.0,0.0,3.0,111.0,111.0,0.0,111.0,0.0,111.0,1.9,1.9,0.0,1.9,0.0,1.9,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,20.44,20.44,0.0,20.44,0.0,20.44,0.773,0.773,0.0,0.773,0.0,0.773,0.0,0.0,0.0,0.0,0.0,0.0,227.0,227.0,0.0,227.0,0.0,227.0
Se,1.331,0.849,1.09,Se1,34.0,34.0,0.0,34.0,0.0,34.0,89.0,89.0,0.0,89.0,0.0,89.0,78.96,78.96,0.0,78.96,0.0,78.96,494.0,494.0,0.0,494.0,0.0,494.0,16.0,16.0,0.0,16.0,0.0,16.0,4.0,4.0,0.0,4.0,0.0,4.0,120.0,120.0,0.0,120.0,0.0,120.0,2.55,2.55,0.0,2.55,0.0,2.55,2.0,2.0,0.0,2.0,0.0,2.0,4.0,4.0,0.0,4.0,0.0,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,25.92,25.92,0.0,25.92,0.0,25.92,0.799,0.799,0.0,0.799,0.0,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,14.0,0.0,14.0
S,1.116,0.635,0.876,S1,16.0,16.0,0.0,16.0,0.0,16.0,88.0,88.0,0.0,88.0,0.0,88.0,32.065,32.065,0.0,32.065,0.0,32.065,388.36,388.36,0.0,388.36,0.0,388.36,16.0,16.0,0.0,16.0,0.0,16.0,3.0,3.0,0.0,3.0,0.0,3.0,105.0,105.0,0.0,105.0,0.0,105.0,2.58,2.58,0.0,2.58,0.0,2.58,2.0,2.0,0.0,2.0,0.0,2.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,25.786875,25.786875,0.0,25.786875,0.0,25.786875,2.202,2.202,0.0,2.202,0.0,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0,70.0,0.0,70.0
Ca,13.203,11.188,12.196,Ca1,20.0,20.0,0.0,20.0,0.0,20.0,7.0,7.0,0.0,7.0,0.0,7.0,40.078,40.078,0.0,40.078,0.0,40.078,1115.0,1115.0,0.0,1115.0,0.0,1115.0,2.0,2.0,0.0,2.0,0.0,2.0,4.0,4.0,0.0,4.0,0.0,4.0,176.0,176.0,0.0,176.0,0.0,176.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.77,37.77,0.0,37.77,0.0,37.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,225.0,0.0,225.0,0.0,225.0
Sc,45.715,45.34,45.528,Sc1,21.0,21.0,0.0,21.0,0.0,21.0,11.0,11.0,0.0,11.0,0.0,11.0,44.955912,44.955912,0.0,44.955912,0.0,44.955912,1814.0,1814.0,0.0,1814.0,0.0,1814.0,3.0,3.0,0.0,3.0,0.0,3.0,4.0,4.0,0.0,4.0,0.0,4.0,170.0,170.0,0.0,170.0,0.0,170.0,1.36,1.36,0.0,1.36,0.0,1.36,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,9.0,0.0,9.0,22.235,22.235,0.0,22.235,0.0,22.235,0.0,0.0,0.0,0.0,0.0,0.0,6.35e-06,6.35e-06,0.0,6.35e-06,0.0,6.35e-06,194.0,194.0,0.0,194.0,0.0,194.0
Cs,1.723,1.712,1.717,Cs1,55.0,55.0,0.0,55.0,0.0,55.0,5.0,5.0,0.0,5.0,0.0,5.0,132.9054519,132.9054519,0.0,132.9054519,0.0,132.9054519,301.59,301.59,0.0,301.59,0.0,301.59,1.0,1.0,0.0,1.0,0.0,1.0,6.0,6.0,0.0,6.0,0.0,6.0,244.0,244.0,0.0,244.0,0.0,244.0,0.79,0.79,0.0,0.79,0.0,0.79,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,115.765,115.765,0.0,115.765,0.0,115.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,229.0,0.0,229.0,0.0,229.0
Ge,69.338,69.3,69.319,Ge1,32.0,32.0,0.0,32.0,0.0,32.0,79.0,79.0,0.0,79.0,0.0,79.0,72.64,72.64,0.0,72.64,0.0,72.64,1211.4,1211.4,0.0,1211.4,0.0,1211.4,14.0,14.0,0.0,14.0,0.0,14.0,4.0,4.0,0.0,4.0,0.0,4.0,120.0,120.0,0.0,120.0,0.0,120.0,2.01,2.01,0.0,2.01,0.0,2.01,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,23.005,23.005,0.0,23.005,0.0,23.005,0.383,0.383,0.0,0.383,0.0,0.383,0.0,0.0,0.0,0.0,0.0,0.0,225.0,225.0,0.0,225.0,0.0,225.0
Sn,47.262,47.259,47.261,Sn1,50.0,50.0,0.0,50.0,0.0,50.0,80.0,80.0,0.0,80.0,0.0,80.0,118.71,118.71,0.0,118.71,0.0,118.71,505.08,505.08,0.0,505.08,0.0,505.08,14.0,14.0,0.0,14.0,0.0,14.0,5.0,5.0,0.0,5.0,0.0,5.0,139.0,139.0,0.0,139.0,0.0,139.0,1.96,1.96,0.0,1.96,0.0,1.96,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,33.285,33.285,0.0,33.285,0.0,33.285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,141.0,0.0,141.0,0.0,141.0
Si,108.333,106.894,107.613,Si1,14.0,14.0,0.0,14.0,0.0,14.0,78.0,78.0,0.0,78.0,0.0,78.0,28.0855,28.0855,0.0,28.0855,0.0,28.0855,1687.0,1687.0,0.0,1687.0,0.0,1687.0,14.0,14.0,0.0,14.0,0.0,14.0,3.0,3.0,0.0,3.0,0.0,3.0,111.0,111.0,0.0,111.0,0.0,111.0,1.9,1.9,0.0,1.9,0.0,1.9,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,20.44,20.44,0.0,20.44,0.0,20.44,0.773,0.773,0.0,0.773,0.0,0.773,0.0,0.0,0.0,0.0,0.0,0.0,227.0,227.0,0.0,227.0,0.0,227.0
Ge,56.024,55.597,55.811,Ge1,32.0,32.0,0.0,32.0,0.0,32.0,79.0,79.0,0.0,79.0,0.0,79.0,72.64,72.64,0.0,72.64,0.0,72.64,1211.4,1211.4,0.0,1211.4,0.0,1211.4,14.0,14.0,0.0,14.0,0.0,14.0,4.0,4.0,0.0,4.0,0.0,4.0,120.0,120.0,0.0,120.0,0.0,120.0,2.01,2.01,0.0,2.01,0.0,2.01,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,23.005,23.005,0.0,23.005,0.0,23.005,0.383,0.383,0.0,0.383,0.0,0.383,0.0,0.0,0.0,0.0,0.0,0.0,225.0,225.0,0.0,225.0,0.0,225.0
Se,5.331,2.973,4.152,Se1,34.0,34.0,0.0,34.0,0.0,34.0,89.0,89.0,0.0,89.0,0.0,89.0,78.96,78.96,0.0,78.96,0.0,78.96,494.0,494.0,0.0,494.0,0.0,494.0,16.0,16.0,0.0,16.0,0.0,16.0,4.0,4.0,0.0,4.0,0.0,4.0,120.0,120.0,0.0,120.0,0.0,120.0,2.55,2.55,0.0,2.55,0.0,2.55,2.0,2.0,0.0,2.0,0.0,2.0,4.0,4.0,0.0,4.0,0.0,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,25.92,25.92,0.0,25.92,0.0,25.92,0.799,0.799,0.0,0.799,0.0,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,14.0,0.0,14.0
Si,79.906,79.274,79.59,Si1,14.0,14.0,0.0,14.0,0.0,14.0,78.0,78.0,0.0,78.0,0.0,78.0,28.0855,28.0855,0.0,28.0855,0.0,28.0855,1687.0,1687.0,0.0,1687.0,0.0,1687.0,14.0,14.0,0.0,14.0,0.0,14.0,3.0,3.0,0.0,3.0,0.0,3.0,111.0,111.0,0.0,111.0,0.0,111.0,1.9,1.9,0.0,1.9,0.0,1.9,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,20.44,20.44,0.0,20.44,0.0,20.44,0.773,0.773,0.0,0.773,0.0,0.773,0.0,0.0,0.0,0.0,0.0,0.0,227.0,227.0,0.0,227.0,0.0,227.0
